x1,x2,x3,x4,y
9.675097324342100125e-01,4.191143193163038294e-01,1.327686132267691610e+00,2.416445216767512949e-01,2.850195819293044330e+00
3.258253581381519437e-01,9.662319121431817148e-01,-6.913793472613954938e-02,-6.139768013928971202e-01,-8.529547058089160805e-01
3.704597060348688853e-01,5.960425532343728294e-01,1.353585889569397294e+00,1.451178849021064199e+00,2.637245587477232700e-02
4.695558112758079217e-01,9.330232216002112278e-01,9.212665843410920707e-02,-4.406524215697424363e-01,-6.519362420886503084e-01
1.894713590842856954e-01,8.043609156129707394e-01,-8.373982238274620959e-01,3.210767397093466230e-02,-7.401183959285841940e-01
1.299215053354716431e-01,4.673816015552915148e-01,-5.944003521987352157e-01,2.689134476786009254e-01,-1.423238619570679209e+00
4.757049262259337441e-01,7.847634492521874394e-01,-1.480536512565016283e+00,-6.196659341286135936e-01,-1.941007600594347071e+00
2.269093490508841127e-01,1.783678397698773566e-02,-8.881338537336523897e-01,4.711362933999293512e-01,-7.299350242894051544e-01
6.698139946825103497e-01,1.091439967657349408e-01,-3.580166880744291569e-01,-5.334523471647244497e-01,1.626700619767181388e+00
4.371519188723307359e-01,8.294286148827363370e-01,8.035850193786016060e-01,-4.116383222162092181e-01,6.984967555716979637e-02
8.326781960578374386e-01,7.968170883251617376e-01,1.720769831165983810e+00,1.362642639803341105e+00,1.705979899393620158e+00
7.002651020022491180e-01,2.326407419664336951e-01,-1.382181515377040038e+00,-1.040586052512433080e+00,1.551517978849610735e+00
3.123666413820410659e-01,5.307695905990534868e-01,3.928274682599189327e-01,-2.412780330929490180e+00,-1.264442739473493171e+00
8.322598013952010598e-01,6.060158207000109210e-01,-1.040543939157534403e+00,1.610936995011894357e+00,9.624427304222260560e-01
8.047643574968018632e-01,8.677389537760111793e-01,4.746970884632019660e-01,2.549327952607002956e+00,1.696882810071770775e+00
3.874783790301744579e-01,6.031071573387256635e-01,-1.310866506877265969e-01,-4.052692654493318392e-01,-6.732128853766483623e-01
2.883281039302441062e-01,4.125715692736803275e-01,-1.830905825847530366e+00,-1.936838040620185275e+00,-1.065514995575341128e+00
6.824955039749754926e-01,3.741840434071826982e-01,9.282969915684843309e-01,-3.104839761959437561e-01,1.386820962280492786e+00
1.397524836093098077e-01,4.258820863735098827e-01,-6.050007128087310226e-01,-2.862229498406692052e-01,-1.182180101362220181e+00
1.999082024751083209e-01,6.519310255799741771e-01,-5.339002383735546031e-01,-1.899238410222570395e-01,-1.134218565432920656e+00
7.362269751005512397e-03,8.674906317523248811e-01,-1.069752411289689897e+00,-1.113388041921848259e+00,-1.534028018054225617e+00
7.869243775021383946e-01,4.538968820762997458e-01,-6.542832766875554817e-01,5.795611424764773867e-01,2.044531067753798226e+00
6.648508565920321356e-01,2.478395629513581166e-01,4.278904406949172179e-01,5.245073752860861527e-01,1.544849051700764919e+00
7.051653786263351043e-01,2.366623629975811438e-01,-1.892443409364055196e-01,-1.494405619819306530e+00,2.500079346447875217e+00
7.807290310219678897e-01,7.460142802434464038e-01,3.286620022824810472e-01,6.991967316948878297e-01,1.032277772212563560e+00
4.589157755383399540e-01,8.165687634239103820e-01,3.619218539288436842e-01,2.052684981945890996e+00,8.014162400821613907e-01
5.687411959528937411e-01,1.052780798541249618e-01,1.320661655528166945e+00,1.719603324370598540e-01,2.109348931087768886e+00
1.397969981276574458e-01,6.655885695517815837e-02,-3.427861508643793020e-01,-3.373251620685060459e-01,1.804091180634985192e-01
1.145300735359734423e-01,5.944336637564517911e-01,-1.476857816845731808e+00,-1.420032144075213110e-01,-1.400968779006431797e+00
6.684029617904716503e-01,1.461732441926982817e-01,1.067222416571983024e+00,6.152567669685612417e-01,3.835900444955777644e+00
4.710962061431325232e-01,8.246641904563413172e-01,-3.314881720972546741e-01,-1.730671605507218214e+00,2.385893889048212868e-02
5.652361064811888269e-01,3.103346739240744334e-01,1.114592444577376940e+00,1.643907029773022388e-01,1.278702928908374226e+00
7.649988574160255794e-01,1.438719329711426465e-01,3.833771131824704193e-01,-3.904639494628101004e-01,2.683440198034955593e+00
6.347183200005908077e-01,9.209704724874502313e-01,-1.311375302033449264e-01,1.847825012956045398e+00,-1.842710186169712605e-01
5.535794006579958237e-01,1.655317227352781639e-01,3.487758940462951096e-01,-1.741727338049578744e-01,1.259187612075974183e+00
5.592071607454135451e-01,2.847200823379355539e-01,1.951012560126299533e+00,1.667887611119519775e+00,2.537988277569574791e+00
3.039500980626121951e-01,1.536133951920586327e-01,2.076980529053753077e+00,-1.103740697782007230e+00,1.658656562216172192e+00
3.081783456793940612e-02,1.154900636653549695e-01,6.938113513277870126e-02,5.872591668027922207e-01,3.545190119540067575e-02
4.367173892323623630e-01,2.114801633644003420e-02,1.601905933170753027e-01,3.194002637912288223e-01,1.354944042615390920e+00
2.145846728195291986e-01,5.539540916426011208e-02,1.076240157466385572e+00,-8.690472478647823795e-01,1.239374842165977597e+00
4.085286437246361535e-01,1.746414709358526940e-01,-8.456610327673471650e-01,1.773961146369404385e-01,6.659554216366039281e-01
8.534030732681661124e-01,5.338193262717538801e-02,3.330703726182551172e-01,1.212518836831600444e+00,1.651497074506568019e+00
2.339394858653407461e-01,5.911438161109712208e-01,-2.586284795385640142e-02,-3.237917042866007011e-01,-1.601142642980816211e-01
5.830274168906601773e-02,6.807145267995063920e-01,3.139082114575535987e-01,-1.691962649169763244e+00,-1.520576432718188098e+00
2.813838920219965400e-01,3.936304568320282415e-01,-8.333688059494057665e-01,-1.756282647744590933e-02,-1.080943208352475260e+00
2.935937577666836162e-01,3.179910969520494124e-01,-1.589567493308968960e+00,-9.024230947925125923e-01,-5.791902891878736304e-01
6.619165147268950555e-01,5.045262370222300952e-01,-2.072983435991291756e+00,-3.423409386638823770e-01,-1.780414620219376853e-02
5.570321523412783415e-01,8.750049422346085626e-01,-1.117384112989607825e+00,-8.158776968512097827e-02,-9.843585662263263369e-01
7.838982091064135016e-01,8.511316268222060000e-01,-4.586752849393330167e-01,-1.705652216015517197e+00,8.356096600391489382e-01
6.643135403273875417e-01,4.347506201279194293e-02,-2.931915866487618261e-01,-1.615658339320678039e+00,1.088307120446744269e+00
4.063868614400705237e-01,1.814984095965240796e-01,1.937231162429516873e+00,4.820668355255252613e-01,1.621307471955642177e+00
8.140203846660346576e-01,2.367448711043960152e-01,1.105993369907298129e+00,-5.227186961696803635e-01,2.229131029276460563e+00
1.669729199077039095e-01,2.493875758322118275e-01,-9.620911163416272505e-01,-2.564744341820567097e+00,-5.021955852817951982e-01
2.271207313386047755e-02,5.712326517427727124e-01,3.477084524509569396e-01,7.848440366081350650e-01,-7.610427155348660211e-01
9.004786077564175262e-02,4.162624257031922737e-01,-4.070782363503250845e-01,2.723697552742398442e-01,-1.269866862066394209e+00
7.223593505964502892e-01,4.925411992759398672e-02,-2.843638380400951293e-01,-7.138748240364839459e-01,2.288529231642229433e+00
4.618772302513873829e-01,3.736141384595715875e-01,1.853256494153820155e-01,-1.316830211058241495e+00,7.625674227100598390e-01
1.612717790336017920e-01,5.237529487176372234e-01,6.191711169753932875e-01,8.358078963143371620e-01,-1.200078128502727548e+00
5.010447751033635377e-01,1.016719029037159716e-01,-3.392584838840153605e-01,3.493506225604295912e-01,1.508655573621355828e-01
1.523121027131684180e-01,8.334585537885597084e-01,1.063851532734358507e+00,2.382602282684073369e+00,-6.842146795350905197e-01
6.963203750777360312e-01,5.196186646510425611e-02,-1.141938226142404034e+00,4.201885987249373566e-01,1.303584620338620548e+00
4.461562755740307029e-01,9.248418690180620905e-01,6.339062362268442150e-03,3.877031412620148276e-01,-5.597554369202146773e-01
3.810212260964824793e-01,9.911314157987549667e-02,2.597673726595832289e+00,-1.669279301085651313e-01,2.229683030162503687e+00
3.015120891478765275e-01,8.435749515977527535e-01,2.230797426252751070e-01,8.167758672007909837e-01,-5.582938446841479996e-01
6.302825931188884567e-01,9.026531439276170854e-01,1.433214506606172778e+00,6.250852012481536990e-01,1.275973549728667500e+00
3.618126105533904235e-01,9.795706805865926903e-01,9.152017817320817761e-02,1.251725008565194974e+00,-1.383495890885189095e+00
8.764991931610099929e-02,8.020258802735935610e-01,5.807770953297967109e-01,-5.213229186372847490e-01,-1.636699251384382992e+00
1.180059021205153158e-01,7.794775407713289139e-01,-5.678319439269153418e-02,-4.354074729439623148e-01,-1.779990901321149011e+00
9.618976645495145306e-01,6.424832759955476646e-01,-1.704075811642044302e-01,-4.791031709119801252e-01,1.659980984659699565e+00
9.085806907076070527e-01,7.789963545781289911e-01,-7.794823967254196351e-01,7.908017211789891698e-01,1.400481853927075804e+00
6.997071338107495597e-01,1.345522084131470786e-01,4.303013589575532261e-01,1.498374440296732057e+00,1.829497944964975753e+00
2.658699614595195770e-01,5.360680359476373003e-01,-8.515371891857679287e-01,-4.588404931493006433e-01,-1.951144704189426982e+00
9.691763773477238830e-01,5.142228701904144605e-01,6.655852363134291405e-01,-4.247737277930912492e-01,1.359879578513869536e+00
7.787509039657946053e-01,8.575721441225575559e-01,1.085287004445909975e+00,3.140772238697991936e-01,7.472335644772177821e-01
7.168901891589956055e-01,4.627993655935158657e-01,3.665314072372299337e-01,-2.457615000129014238e-01,1.129473096160962919e+00
4.493615021437886714e-01,3.850894961003534789e-01,-2.862487335556918588e-01,9.520536531398899882e-01,2.305868338254499494e-01
2.722415618451590191e-01,6.395632712371100981e-01,4.539655793086960767e-01,-2.251777290619046745e+00,-2.161285057939365539e-01
9.639096215349929331e-02,2.664633175008460642e-01,-3.086730555464126113e-01,-8.267050469168946147e-01,-5.539634417256240617e-01
9.026023965438416674e-01,1.397684109539568675e-01,9.355471254651492874e-01,-7.824163339614458312e-01,3.420713735727889393e+00
4.557762898336110702e-01,4.778772740237458017e-01,-1.831406084215123631e+00,-2.320356012386144862e+00,-8.421373734949045842e-01
2.023633647952303161e-01,4.168893685948850125e-01,-3.356073681186462210e-01,-9.636384443688040813e-01,-8.256513066011736957e-01
3.059566241506525008e-01,2.325699405288736976e-01,-1.990811995123997757e+00,-9.151561158459261547e-01,-3.032382369075579676e-01
5.792195689418959681e-01,3.675118101151280126e-01,-1.495060830227205040e+00,-2.011046545188303336e-01,-5.127163634812302861e-01
1.767727829392317096e-01,3.663924498262474128e-01,1.363862229813909366e+00,1.112965891660263607e+00,6.743104167321560816e-01
8.566142840923754997e-01,3.274955644125454590e-01,8.951849819716859447e-01,-2.450606511907023610e-01,2.413720806301011823e+00
7.585195298352100934e-01,3.794640797269289711e-01,-7.194802332847903825e-01,-1.030813720271153811e+00,1.083169068450293482e+00
7.194629559509367889e-01,6.857433454559453967e-01,-1.502503456040896967e+00,-5.695454121352898358e-02,8.297885024951023869e-01
4.320930397751037155e-01,2.968764745712852982e-01,-2.964528837841651221e+00,1.049173621441349402e+00,-1.090841971385444031e+00
6.273088407024431934e-01,9.488579267153404162e-01,-5.434955079326345695e-01,-9.759588161149048702e-01,7.426119999723705956e-01
5.840979689127355767e-01,9.163480195381779048e-01,2.420415012247402409e+00,-9.105748839214485857e-01,1.017089649171502463e+00
6.498466015548199914e-01,4.809104283000785740e-01,4.348842714636473872e-01,5.585489592742234333e-01,5.666528613110125567e-01
8.444432113988908917e-02,3.283612050046887942e-01,-5.595722860494894979e-01,-2.215361157308005369e-01,-6.482157991170425237e-01
4.158074021706096302e-01,5.354347898300031439e-01,4.650802095003062631e-01,6.474846907094743420e-01,-1.290298685574084447e-01
4.161417386189247836e-02,8.485604887736245550e-01,-1.560958352994442855e+00,-1.364679179529676087e-02,-2.728635556365543557e+00
4.939908192445189306e-01,6.525873405601020361e-01,-2.973233626976354294e-01,7.016636480895670491e-01,2.266527452722804648e-01
3.298612123327853141e-01,8.043918279470774202e-01,9.947747301573849066e-02,-1.035078114040640873e+00,-2.916702380628672930e-01
1.445241888660468987e-01,5.327222760657401857e-01,-8.610065182104850723e-02,-1.208465078826743977e-02,-9.860061615709929672e-01
1.034029677225516419e-01,6.329176292676207405e-01,7.908061216900805768e-01,-2.106900143631568190e-01,-6.652072199934594421e-02
5.876445721777120434e-01,2.881556141824617168e-01,3.446452262360523711e-01,-1.215890924104130688e+00,1.937698980296806095e+00
1.705929685368861026e-01,7.348931623102907817e-01,6.683260181079969664e-01,-1.563477947868688434e+00,9.430646832572064930e-02
9.251201183767971958e-01,2.024045931257183462e-01,-6.883722822307594136e-01,6.857490352746618001e-01,2.291071731326436822e+00
5.810611397003949685e-01,6.947981288184982285e-01,8.978154084105480770e-01,-3.509523822179780872e-01,1.484209221712311955e+00
3.468698045348370673e-01,8.607190683258940656e-01,1.628936947623991438e+00,-1.022280281647329536e+00,-8.067594632223100692e-01
5.909154914814167547e-01,1.321028373015439294e-01,-9.701495196514126063e-01,-9.617893692333225053e-02,8.645127657012248168e-01
2.280387102969749780e-02,6.143797405419197943e-01,-8.876956557145597726e-01,1.128018857349302628e+00,-2.037698324013740070e+00
9.585592132414453292e-01,9.509574822993460685e-02,1.335784336320232857e+00,-2.280737845371922923e+00,3.412991241988279079e+00
4.823034369429002322e-01,7.257156282714268825e-01,-1.913439866950602808e-01,-1.496638689903326380e+00,-3.859175486600518457e-01
7.827352272502862141e-01,8.449321882352023305e-02,1.403821392066556983e+00,-9.228864418952675841e-01,2.798051019162230091e+00
8.272999992243856848e-02,9.359398227006260340e-01,-4.425357118921838806e-01,1.461178866720328928e+00,-9.038700614780034170e-01
4.866583308381603468e-01,1.374079300378021617e-01,1.455045576270711294e+00,2.825869829192965144e-01,1.827822022364043342e+00
4.907069943545209201e-01,9.588802459090803865e-01,1.314858168054521825e-01,7.673172404612268460e-01,-1.730004417567648223e-01
9.378264549749828483e-01,8.008841760850966551e-01,2.582288233226952001e-01,-1.140160919126230521e+00,1.224690759453985311e+00
5.717280523760753796e-01,5.936820044663541074e-01,1.564718021669904369e+00,-1.119535875270526226e+00,1.348035803008887257e+00
4.734894010569538070e-01,7.826241046295469017e-01,-3.617704774441712345e-01,4.478137167227104198e-01,-3.226569045922821344e-01
2.669756630918935780e-01,7.951148389830858809e-01,-9.411220959249583240e-01,5.827433093544655274e-02,-1.035701703666390472e+00
3.315689973425521853e-01,9.460270628173302887e-01,-4.485642080283543387e-01,5.487388188641265652e-01,-5.389754698475927031e-01
5.206724024715377874e-01,2.533833538391871976e-01,4.523339506431386936e-01,-1.876709909284521305e-01,2.105114473859472923e+00
4.389114603050466856e-01,5.900758953583091770e-01,-1.565759072180514355e+00,2.781437264546269827e-01,-4.914869049371519694e-01
2.161207988033042593e-02,9.504919756440122214e-02,6.374709026511214960e-01,1.581190849051091751e-01,4.882467388555506438e-01
8.262919241943578186e-01,6.161657000241212989e-01,-5.387713176177432173e-01,7.777673890849253757e-01,4.017264591331757284e-01
8.961607718397667233e-01,1.712913040927888098e-01,1.147812660733563472e+00,8.070082819444706068e-01,2.875867666492694319e+00
1.402490889986107714e-01,5.649506114724418548e-01,-2.394260304900471592e+00,-1.619871994391769876e+00,-1.436139375957492748e+00
5.540361435390493972e-01,5.724305140338497022e-01,-7.865657751041686963e-01,-2.247268555340855567e+00,5.569488342059409902e-01
1.085757411354435487e-01,4.659851529812273352e-01,-1.686468151234101986e+00,1.001745397651507163e+00,-1.343672291775649841e+00
6.722400930398116925e-01,5.226317755131227871e-01,-8.262294663639525583e-01,1.187725093261936538e+00,1.001538974695189488e+00
2.812337838390083222e-01,7.639233900065879324e-01,2.476659011089431262e-01,-1.020623019513337448e+00,-3.149291234447699761e-01
6.594226346919017656e-01,7.992447165120666330e-01,-1.792266254497549005e-01,-1.859835406545628622e+00,8.903182874563553284e-01
7.269946142868826122e-01,4.921532155754291260e-01,-2.533775689480149418e-01,9.903482100720091552e-02,1.214668205714337645e+00
7.686474919176570220e-01,5.995934415226122915e-01,-1.591848713800607940e-01,9.308382263505293741e-01,8.493139992321988574e-01
1.077409459558965610e-01,9.312362356901018323e-01,2.033882406199434278e-01,1.797594522434314612e+00,-1.269634884736030367e+00
9.160118451376079163e-01,1.197335885011228118e-01,-1.008536041943107753e+00,5.162975721014509967e-01,5.390031495126361705e-01
2.302139908948808156e-01,1.171035659001105067e-01,7.068496408990507796e-01,-3.717166965856949501e-01,1.001302529526471474e+00
3.741255617617977869e-02,8.770901191076840853e-02,6.626659703854839156e-01,-8.931306215848626717e-01,-1.556053782707647271e+00
5.548524693914833605e-01,6.578632850405278232e-01,3.850379376561010036e-01,1.145129167065441628e-02,-3.203818967812640528e-01
3.709222838624387508e-01,4.186083007903794728e-01,5.565334427512631521e-01,-2.992647038852563890e-01,7.797012718526810104e-01
8.297897431324131601e-01,7.743214161418432440e-01,2.964180008086594875e-01,-1.015067905728816111e+00,1.327700066151280112e+00
8.082514720643018125e-01,6.712314133085925949e-01,2.035073302731067457e+00,2.048755650863286704e+00,1.518613850871288751e+00
3.171388928227153459e-01,3.336377583282381654e-01,-8.709417105250989721e-02,1.785168402072131011e+00,-1.154569446540546218e-01
9.528993950697449700e-01,8.983665473615357611e-01,-3.070832183345767463e-01,1.136048683555428429e+00,1.593693975625941173e+00
2.909178381401186231e-01,7.625321470706523108e-01,-7.535275803573778797e-01,-9.208503978091275854e-01,-1.271089635685975772e+00
5.150571292317145389e-01,2.705349409101757141e-01,-1.032262670577836827e+00,8.550193242972787822e-01,1.609430326787366194e+00
2.559650905676027488e-01,3.641920177720540108e-01,-1.244471787601075352e+00,6.396264094979018378e-01,-5.836845842300105724e-01
9.360435700489633248e-01,3.144399802042628922e-01,-8.887973132309184843e-01,4.425456242040529675e-01,1.938870181563538519e+00
1.646078175820181455e-01,1.576116486249996562e-01,-7.068038165207131407e-02,1.249665267043777117e+00,9.516971639193232413e-01
4.491061939232898759e-02,1.477833725421916489e-01,3.342951284977144777e-01,6.353711428612773826e-01,7.182623543817068246e-02
4.350970600030379387e-01,9.361274633757440400e-01,5.114205855216178570e-02,7.400142363043354932e-01,-1.042564707811693969e+00
9.923755640558370450e-01,4.379040371987532598e-01,-7.655352774297129459e-01,6.369062833722101136e-01,1.663687253208002925e+00
8.916772662549139472e-01,3.833198227774098354e-01,9.001845640199632737e-01,3.407914080021058889e-01,2.340679067124858292e+00
7.486080194569492141e-01,7.296857086773779200e-01,7.394126723009475377e-01,-1.783611129714183452e+00,4.737881510657827588e-01
8.907924908785248563e-01,5.529930652528999291e-01,-1.596483074220169940e-01,8.362107741055722909e-02,1.358651152748354685e+00
8.934466396978631986e-01,9.361399868384622236e-01,-6.529161446647120393e-01,-5.561919588491252009e-01,1.105058260855908969e-01
5.188583603864490579e-01,7.803014939093921853e-01,5.484279208297995201e-01,-1.279840957640020482e+00,7.323649323491796537e-01
3.159290518307930062e-01,4.793695641245403483e-01,1.879735874861044598e-01,1.681816619300823934e+00,1.003407580789783538e-01
7.720124321109880228e-01,3.763594734808262121e-01,-1.448127259415047607e+00,1.728995340885703502e+00,6.978568450900027864e-01
6.616612631677610823e-01,9.866315449243220348e-01,-6.798025598440489425e-02,1.359220600295611980e+00,-7.536039364885128988e-02
3.736577288737100710e-01,7.177602360036434703e-01,2.620358120743810360e-01,2.552134168558746197e-01,-7.196837014588303161e-02
9.446666806151526874e-02,9.511946600038411193e-01,-8.996947864877538059e-01,1.350625120952656744e+00,-1.760429609222123215e+00
7.467896113490259946e-01,1.184785772170413587e-01,1.898433928374430035e-01,1.205318060182554267e-02,1.598477261697025975e+00
2.624605159228646789e-01,8.505336791907825988e-01,-1.454822485257789122e+00,2.027972768977793772e-01,-2.161890869552501648e+00
9.368131505337792264e-01,6.370738839912075679e-01,1.336186100012170863e+00,-1.093471370461982950e+00,2.756724341326273198e+00
2.409705750056847506e-01,1.219216783351125821e-01,1.247949985059431777e+00,3.969913044988400141e-01,8.968749247741798492e-01
1.227579324114860260e-01,5.882579999692206796e-01,-2.525173343029647466e-01,6.038592842441709713e-02,-1.642921916153902817e+00
8.311126721249061378e-01,6.860963651054488022e-01,3.634543378390731605e-01,-1.302652116834464469e+00,1.524778809774909760e+00
1.532843166244940436e-01,1.230268588860283785e-02,-2.409921965799874943e+00,-5.119711181659690469e-02,-5.380285017873175368e-01
1.792683081577390869e-01,4.543179618417465537e-01,-1.156347660265332866e+00,-7.972956385680847469e-02,-1.714362457971295495e+00
5.993827915208435053e-01,8.253995111963211562e-01,-2.937789201521298077e-01,1.797561166644640052e+00,1.152007498256265583e-01
8.745620408374644716e-01,2.953590253440898650e-01,-1.072133021426859179e+00,8.942133285134095111e-01,1.864693107324970622e+00
1.964346657145732422e-01,4.585480817985511104e-01,7.143964826306588023e-01,1.144543909146601528e-02,2.165993007150784355e-01
3.103236729000947713e-01,4.423141270678931924e-01,1.997296530747993959e+00,2.487873098010829898e-01,1.360981771819192332e+00
